text,polarity
قمت بطلب المنتج وهو جل تنظيف وحمايه وتم ارسال بخاخ بدلا منه وهو فالحقيقه افضل بالاستعمال والتركيز,1
المنتج يقوم بـإصلاح مشكلة انخفاض الضغط في البساتم التي تؤدي الى خفض عزم المكينة,1
جهاز اكثر من رائع  ومفيد جدا استعملته على شارجر 2008 وممتاز  وانصح فيه خاصه للي بيجرب التسارع  وهوا متطمن على  ومتأكد من دقة النتائج,1
الطريقة المثلى للتنظيف لمحرك السياره بكل سهولة وبصورة ممتازه,1
تحمي الجنوط السيارة وتحميها من المواد التي تلصقبها لفتره طويلة وتزيد من لمعانها وتظهرها جديدة والشحن كان لفتره قياسيه واشكركم لحسن التعامل مع عملائكم تحياتي لكم ابوتركي,1
تم استعمالها على خشب السياره الداخلي وكانت ممتازه جدا والماركه غنيه عن التعريف,1
سيئه قوة الشفط ضعيفة جدا :(,-1
لا يفحص بعض السيارات مثل يوكون 2006 رغم انه يوجد اجهزه ارخص تفحص مثل,1
منتج اكثر من. رائع,-1
غير جيدة هواء ظعيف وماتنفع القزاز الواحد يقدر يدخل يدة ويسرق اذا علقتها في الشباك,-1
ممتاز.. انصح به,1
منتج رائع للتنظيف بامان واضفاء رائحه عطره للسياره,1
كان الشحن لفترة قياسيه والتغليف كان جيد ومنتج120 ARMOR ALL EXTREME WHEEL & TIRE CLEANER ممــــــــــــتاز جــــــــــدا جـــدا وتجاوب البائع مع الزبائن كان جـــــــــــدا راقي وممــــــــــتاز,1
اعجبتني ممتازة وانصح بها ونورها قوي وساطع وجميل اعجبتني ممتازة وانصح بها,1
انصح به لجلد السياره وخاصه المتوقفه بالشمس فترات طويله للحمايه من التشقق,1
مناسب للزجاج والبودي والداخليه,1
منتج رائع جدا يساعد على تنظيف زيت و نظام الوقود الخاص بالسيارة,1
اشتريتها هديه لاخي .. ولم اجربها بنفسي.. وحسب قوله ان تأثيرها بسيط ولابأس به...,-1
سلعة ممتازة من ناحية الرغوة والكثافة والحماية واللمعة والرائحة ، استخدمته لسيارتي وارتحت مع الغسيل وانصح باستخدامه,1
ارجوا التوضيح اكثر..,0
بضاعه طيبة والله يعطية العافية وناطرين الجديد منك نفس الحركات هذي شغلات ماتكون بالبال ولا وبنفس الوقت تلفت انتباهك,1
انصح بيه لصديق,-1
جيد للاستخدام في مكتب العمل والسيارة,0
ممتاز جداً ومناسب لمعرفة أعطال السيارة,1
ممتازة بحكم السعر مقابل الفايدة المرجوة من القطعة وتبيينها لامور في المحرك لم القي لها بال من قبل ولاني اشتريت قطعة اخری,1
المنتج رائع بإضائته شديدة البياض,1
المكنسة نوعية جيدة وسعرها افضل من السوق ..,1
جميل أنصح باقتنائه,1
خامته ضعيفه جدا والبلاستيك المصنوع منه مسدس الشمع ضعيف وكانه من اعاده تدوير ،،، لا انصح به لعدم جدواه,-1
والله المنتج كويس وحلو وبيلم كركيب العربيه في مكان واحد,-1
السلام عليكم ورحمة الله وبركاته نوعية ممتازة جدا لفحص أعطال السيارات تويوتا بدل انفاق المال للورش اكتشف العطل بنفسك,1
القلم عملي جدا لإزالة الخدوش السطحية  في كافة الألوان، فهي تغني الي حد كبير عن الذهاب الي ورش الدهان,1
good & reliable,1
ليست جيده حيث انها لاتزيل الخدوش,-1
فقد تختلف الخدشات من سيارة لأخرى,1
سهولة الاستخدام وسهولة حملها ولا تحتاج لمساعدة الاخرين,1
فكرته حلوه لكن جودته سيئه,-1
طاولة حلوة و فيها ارتفاعات متعددة سهلة الإستخدام,1
السلعة ممتازه وانصح بشراءها,1
جيدة جدا بشكل عام وعملية من حيث مدة حفظ الطاقة وتستحق الاقتناء لتعددية استخداماتها وسعرها المناسب فقط يلزم الحفاظ عليها بعناية خاصة,0
ممتازة مرة و سهلة الاستخدام,1
سكين ممتاز وسهل الحمل,-1
هذه المرتبة تحتاجها كل أسرة بكل ما في الكلمة من معنى,1
مضخة الهواء لاتعمل كما يجب,1
جمييبل مدهش و ساخبر الكل عنه,1
ممتازة و مناسبه لكل المقاسات  وذات جودة جيدة جدا و سهلة الاستخدام و لكن لو كان هناك الوان اكثر لكان اجود,1
رائع جدا واتمنى ان اجد كثيرا من انتاج المصمم,1
رائع جدا وقد ارديته في اليوم الوطني,1
فخم جدا ويصلح للمناسبات الرسمية,1
هذا الفستان اعجبني جداً لانه مريح في اللبس وخفيف ع الجسم واللونين البيج والاسود متناسقه ورايقه وناعمه وموديله بسيط وحلو,1
سلعة ممتاز وتعمل كما هو ممصم لها مجال عملها في توصيلات الاجهزة التي تدعم التوصيل بنظام USB 3.0  و صغيرة الحجم لاتستهلك مجال في المازر بورد,1
سلعه جيده جدا,1
رائع وانيق وللونه مميز وتوجد رقي في الخدمه ومصداقيه والسلاسل خلف الفستان رائعه وسليمه,1
السلعة كالمذكورة تمام ويكرا للبائع على سرعة الشحن والتغليف الجيد للمعجون,1
ممتازة وســـهــــلة الاستعمال ويمكن شبــــك سلك شاحن 5v لتعـــــــزيز النقل و 7 منافذ استعملتها جميعها,1
جميل ولكن يحتاج لقليلا من الطول لان طوله الحالي ليس الطول الستندر لفساتين السهرة,1
ممتاز ومناسب جدا واشكركم على مجهودكم الرائع الذي قمتم و تقومون به و ذلك لما فيه من سهولة الوصول او وصول السلعه الي براحه وامان,1
وصلني  الفستان  جميل  مطابق  للصوره اعجبني  بس  القماش  كان  خفيف  شوي  لو يكون  اثقل  احلى ، الطلب وصلني بعد ١٤ يوم من شرائه ..,-1
السلعة مناسبه وجميلة واتمنى ان تشحن السلعة,1
يمكنك استخدامة في الظلام,1
سهل الإستخدام,1
تم استلام السلعه وتجربتها واعجبتني كثيرا وعمليه ودقيقه وسهله الاستخدام مثلما تم ذكره فالاعلان فشكرا سوق كوم تستحقون الاشاده والشكر وقد اعجبني التغليف والجوده,1
جهاز رائع و سهل الاستخدام و يصلح لكل افراد الاسره و يقيس درجه الحراره مظبوط و عليه ايضا ضمان 3 سنوات من الشركه ... رائع,1
منتج جيد و عملي و أنصح به و لكونه يقيس حرارة ما حولك من السوائل و الأجسام الأخرى غير المرضى كحرارة الحليب أو الماء أو غيرها,1
رائعه وتصويره جميله,1
الكاميرا جيده و مناسبة جدا و تعليقي على السعر المعلن على سوق تم تخفيضه بعد الشراء بيومين كنت اتمنى لو انه هناك اعلان عن تخفيضات مرتقبه حتى اتمكن من الأستفاده منها,1
كاميرا جدا ممتازه ودرجة الوضوح في التصوير جيده وسهلة الاستخدام,1
كاميرا أكثر من رائعة سأشتريها قريباً,1
كاميرا عملية وممتازة,1
بشكل عام رائعه جداً ينقصها بعض الاضافات الممكنه والبسيطه مثل الواي فاي,1
