,text,polarity
98,"رائع جدا 
في أول يوم من رحلتي لأمستردام ذهبت لزيارة متحف فان جوخ لأني من المعجبين بفنه وقد كان هناك طابور طويل وزحام في المدخل لكنه يستحق وشاهدت اللوحات الرائعة منها لوحته الشهير زهور دوار الشمس والتقطت صور لها كما اشتريت من محل الهدايا وكانت تجربة ممتعة بالنسبة لي فعلا
",1.0
99,"رائع جدا 
افضل مكان للسكن يوجد بجانبك كل شئ تحتاجه خصوصا للشبابp:
وأنصح به للجميع انه رائع جدا ويوجد عروض على الساحه بجانب القصر الملكي
",1.0
100,"ممتع 
إذا ذهبت لزيارة أمستردام في هولندا لابد ان تذهب في رحلة أو كروز في الكانال أو القنوات المائية الكثيرة هناك وقد ذهبت في كروز يقدم البيتزا كعشاء وهو خفيف وممتع ومناظر جميلة وأنصح السواح بها
",1.0
101,"جميل 
في امستردام من التجارب الممتعة الذهب لزيارة برج أو مصنع الماس حيث ذهبت ورأيت كيفية صناعة الحلي من الماس وقدم لنا شخص مسئول هناك معلومات قيمة عن أنواع الماس المختلفة واسمائها ، كما يجد معرض أشتريت منه بعض الهديا
",1.0
102,"رائع 
انه رائع وتوجد موظفه الاستقبال كلوديا رائعه في تعاملها وابتسامتها والفندق نظيف ويوجد به واي فاي سريع وبه وسائل الراحه
",1.0
103,"هولندا الصغيرة 
مكان مميز فعلا , لقد زرته العام الماضي و استمتعنا بالمكان و خاصة التفاصيل وكيفية الاهتمام بها و العناية بادق ما يمكن و كذلك النظافة بشكل كبير , اتمنى ان تزورو المكان حتى تستمتعوا به مثلي , و كلما سافرتم اكثر تعلمتم اكثر .
",1.0
104,"روووووووووعه ! 
رحله ممتعه - نركب قارب ف بحيره تحت كهف !  المُرشد كان يتحدث ٣ لغات :  الالمانيه  و الفرنسيه  و الانجليزيه !  روحه مرحه (يقول نكات) و يشرح لنا كيف صارت البحيره و انواع الصخور و السمك اللي عايش فهالبحيره و و و . مجملا معلومات جميله  يفضل تلبس شتوي لانه الجو بارد فالصيف ف كيف فالشتا  اكييييييد انصح بهالرحله  يرجى النظر للصور المرفقه تحت نفس العنوان
",1.0
105,"المتحف الملكي 
السلام عليكم  يعد هذا المتف (المتحف الملكي للحروب ) من اهم المتاحف الاوربية المهتمة بهذه الامور , فهو منظم بشكل يظهر اولا التأريخ البلجيكي و الازياء و البدلات و المعدات العسكرية للمملكة . و بعدها تأتي المرحلة من 1919-1945 حيث ترون فيها تجهيزات و ملابس الجيوش الاوربية في تلك المرحلة و بشكل خاص الجيش الالماني و بدقة كبيرة حيث توجد مجسمات للخنادق و الملاجئ و مجسمات للدبابات و البواخر الحربية .  و في نفس البناية شاهدت تمثال من الشمع لضبظ المخابرات البريطاني المعرف لدينا بأسم لورنس العرب . هذا كله كان في الطابق الارضي اما في الطابق الرابع (الثاني و الثالث للشؤون الادارية) فتوجد فيه مقتنيات نادرة من عصر نابليون و من ذلك القسم هنالك سلم تصعد الى سطح البناية و سوف ترى مدينة بروكسل من الاعلى في مشهد رائع . و رجعنا الى الطابق الارضي قسم تأرخ الطيران و كأنه حلم وتحقق بالنسبة لي , لأني وجدت فيه من الطائرات النادرة ما لا تجده في مكان اخر . و في النهاية زرنا متجر الهدايا الملق بالمتحف و هو جميل و اسعاره ملائمة للسياح . و الجدير بالذكر ان رسم الدخول للمتحف مجاني و اود ان اشكر العامل الذي لا اعرف اسمة لانه اشدني الى اماكن لم انبه اليها للوهلة  الاولى .اتمنى ان تزوروا المتحف و تذكروا عبارتي (كلما سافرت اكثر تعلمت اكثر ) , اخوكم سيفان
",1.0
106,"مدينه جميله 
وصلت ﻻخن عن طريق كولون و كانت الرحله لطيفه وبدون أي صعاب ، احلى مكان فيها حوالين الكتدرائيه وين الكريسمس ماركت ، دخلت الكتدرائيه رائعه من داخل بمثل روعتها من الخارج .
",1.0
107,"حديقة عامة 
الحديقة كبيرة جدا و يوجد بها العاب اطفال و كشك لبيع الماء والعصير مميزة وتسحق الزيارة مناظر جذابه ونوافير جميلة
",1.0
108,"يستحق الزيارة 
مساحات خضراء وحدائق جميله مكان يمر الكثير من الوقت وأنت تمشي وتبحث عن رؤية اﻷسماء انه مكان يستحق الزيارة وقضاء أجمل اﻷوقات
",1.0
109,"A must do when in NY! 
لأن مكنش عندنا وقت كتير في نيويورك, قررنا ناخد ال
وكانت أحسن حاجة عملناها ""guided tour""
نصيحة لازم تجرب سنترال بارك و بروكلين
It’s a tour that makes you see NY as a real city, not just a bunch of tourist attractions. Best to be planned in your first days because definitely you’ll like to do another tour with Max!
",1.0
110,"تجربة سيئة 
كان هناك مرشد فظ أضاع رحلتنا لأنه يريد منا صب جام إهتمامنا له وليس لنيويورك هذه الرحلة لقد دفعنا ثمنها لمشاهدة نيويورك وليس لمشاهدته وكان يتكلم طوال الرحلة عن الأديان من هو مسيحي ومن هو كاثوليكي وزيادة على هذا لم يوقف الباص في محطاتنا وتجاوزها بمحطتين و حين سألناه عن السبب قال بأننا لم نرفع أيدينا تعجبنا و أخبرناه بأنه يجب عليه أن يتوقف في كل محطة ويسأل من يريد النزول لكنه نظر إلينا بوقاحه وقال إذهبوا و أمشوا بأرجلكم ،أخبرناه بأن معنا أطفال صغار وبأن ذلك سيكلفنا أخذ سيارة أجره للوصول إلى المكان الذي نريده قال وماذا أفعل لكم أنتم لم ترفعوا أيديكم اذا هو ليس خطئي ، نظر إلينا سائق الباص و اعتذر لنا عن وقاحة هذا المرشد وقال نحن مخطيئون لكن هذا المرشد لم يعتذر
",-1.0
111,"تكرار الرحله 
مكان ممتع ورائع وارغب السفر بعائلتي الى هناك واستمعت في الذهاب بكل الاتجاهات اقصد جنيف مونترو
وارغب حقاً في تكرارها بجد
",1.0
112,"خلابة 
الجلوس في فترة غروب الشمس من اجمل الذكريات وركوب القوارب الصغبرة وممارسة رياضة المشي ويفضل زيادة عدد المقاهي البسيطة للمشروبات والسندويتشات
",1.0
113,"اروع مكان 
من اجمل الاماكن اللي زورتها سياتل في الترتيب والاشياء الموجوده والعروض القامه وجدار القام وفش فلاي وسوق الورد ومطاعم واول استار بكس في العالم ورقي باراتها
",1.0
